battery,camera,display,no_of_ratings,no_of_reviews,price,product_name,ram,rating
3500 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,155 Ratings , 14 Reviews,"₹10,000","Tecno Camon i4 (Midnight Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.1
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,3 Ratings , 1 Reviews,₹849,Tork X2,32 MB RAM | 32 MB ROM,5
3500 mAh Battery,48MP + 5MP + 8MP | 20MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"1,700 Ratings ", 236 Reviews,"₹16,399","Nokia 7.2 (Charcoal, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,4.2
3260 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,"49,164 Ratings "," 3,446 Reviews","₹11,500","Vivo Y81 (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4
800 mAh Battery,1MP Rear Camera,4.5 cm (1.77 inch) QVGA Display,"1,767 Ratings ", 133 Reviews,"₹1,940",Nokia 110,4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,4
800 mAh Battery,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,19 Ratings , 1 Reviews,₹599,MTR BANANA,64 MB RAM | 64 MB ROM,4.5
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,5 Ratings , 0 Reviews,₹999,MTR MT 315,64 MB RAM | 64 MB ROM,4
1800 mAh Battery,1.2MP Rear Camera,4.57 cm (1.8 inch) Display,3 Ratings , 1 Reviews,₹899,Forme Turbo1,12 MB RAM | 15 MB ROM,5
1450 mAh Li-Ion Battery,3.2MP Rear Camera,6.2 cm (2.44 inch) QVGA Display,"2,184 Ratings ", 426 Reviews,"₹8,999",Blackberry Curve 9320 (Blue),512 MB RAM | Expandable Upto 32 GB,3.3
2700 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,272 Ratings , 28 Reviews,"₹8,295","Comio S1 4G (Sunrise Gold, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,3.9
800 mAh Battery,0.03MP Rear Camera,6.1 cm (2.4 inch) VGA Display,203 Ratings , 25 Reviews,"₹1,199",Micromax X751,56 MB ROM,3.7
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,"3,646 Ratings ", 271 Reviews,"₹16,990","Samsung Galaxy A30s (Prism Crush Violet, 128 GB)",4 GB RAM | 128 GB ROM,4.3
4850 mAh Battery,13MP + 5MP | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,"1,061 Ratings ", 138 Reviews,"₹9,500","InFocus Turbo 5 Plus (Royal Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,3.8
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.22 cm (5.6 inch) HD+ Display,"15,597 Ratings "," 1,608 Reviews","₹12,990","Samsung Galaxy J6 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4
1450 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,155 Ratings , 28 Reviews,"₹1,150",InFocus Hero Smart P1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.7
800 mAh Battery,2MP Rear Camera,4.57 cm (1.8 inch) Display,69 Ratings , 7 Reviews,₹999,Kechaoda K111,32 MB RAM | 32 MB ROM,4.1
4000 mAh Battery,16MP Rear Camera,15.9 cm (6.26 inch) Display,14 Ratings , 1 Reviews,"₹12,990","LG W30 Plus (Aurora Green, 64 GB)",4 GB RAM | 64 GB ROM,3.5
3500 mAh Battery,13MP Rear Camera,15.24 cm (6 inch) Display,"3,790 Ratings ", 444 Reviews,"₹13,000","Nokia 3.1 Plus (Charcoal, 32 GB)",3 GB RAM | 32 GB ROM,4.2
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,107 Ratings , 8 Reviews,"₹1,199",I Kall K6610 Combo of Two Mobile,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,3.6
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,3 Ratings , 0 Reviews,"₹1,795",I Kall K27 New Combo of Three Mobiles,32 MB RAM | 64 MB ROM,3.7
1000 mAh Battery,0.3MP Front Camera,4.57 cm (1.8 inch) QVGA Display,104 Ratings , 9 Reviews,₹700,M-tech G33,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.7
1000 mAh Battery,1.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,368 Ratings , 59 Reviews,₹651,Tymes Y331,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.4
1000 mAh Battery,0.3MP Rear Camera,5.59 cm (2.2 inch) QVGA Display,309 Ratings , 47 Reviews,"₹1,190",Tambo A2200,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4
3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) HD Display,330 Ratings , 34 Reviews,"₹11,000","OPPO A83 (Champagne, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,4.2
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,27,700 Ratings "," 21,999 Reviews","₹12,500","Honor 9N (Robin Egg Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.4
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,"2,167 Ratings ", 281 Reviews,"₹12,000","Samsung Galaxy J7 Nxt (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.3
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,23,771 Ratings "," 21,306 Reviews","₹14,500","Honor 9N (Robin Egg Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3
3000 mAh Battery,13MP + 2MP | 16MP Front Camera,14.83 cm (5.84 inches) Display,"2,23,771 Ratings "," 21,306 Reviews","₹14,500","Honor 9N (Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3
3260 mAh Li-ion Battery,16MP + 5MP | 24MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,"89,663 Ratings "," 9,671 Reviews","₹24,000","Vivo V9 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.5
1000 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,,₹849,ZIOX X92,32 MB RAM | 32 MB ROM,
3500 mAh Battery,16MP + 5MP | 16MP Front Camera,15.24 cm (6 inch) HD+ Display,"19,137 Ratings "," 1,962 Reviews","₹19,500","Samsung Galaxy J8 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.4
2700 mAh Battery,8MP Rear Camera | 5MP + 2MP Dual Front Camera,12.7 cm (5 inch) Display,24 Ratings , 4 Reviews,"₹5,449","Itel S21 (Gold, 16 GB)",1 GB RAM | 16 GB ROM,4.3
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,,,₹649,I Kall K 52,32 MB RAM | 64 MB ROM,
3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) Display,"9,631 Ratings "," 1,039 Reviews","₹13,990","OPPO A83 (2018 Edition) (Red, 64 GB)",4 GB RAM | 64 GB ROM,4.3
1050 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) QVGA Display,10 Ratings , 2 Reviews,₹765,Mafe Guru,Expandable Upto 8 GB,3.4
800 mAh Battery,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,710 Ratings , 63 Reviews,₹898,Karbonn KX1,32 MB RAM | 32 MB ROM,3.9
1000 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,"6,497 Ratings ", 755 Reviews,"₹1,349",Lava One,32 MB RAM | 32 MB ROM,4.1
1000 mAh Battery,0.3MP Rear Camera,4.32 cm (1.7 inch) Display,236 Ratings , 15 Reviews,"₹1,499",Good One Magic,32 MB RAM | 32 MB ROM,4.1
1100 mAh Battery,3.15MP Rear Camera,6.1 cm (2.4 inch) Display,7 Ratings , 1 Reviews,"₹12,999",Nokia N73,42 MB RAM | 42 MB ROM,2.1
800 mAh Battery,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,25 Ratings , 3 Reviews,₹999,MTR Mt07,64 MB RAM | 64 MB ROM,3.7
3750 mAh Battery,13MP + 5MP | 16MP Front Camera,15.75 cm (6.2 inch) Display,96 Ratings , 9 Reviews,"₹14,074","Tecno Camon i 2x (Blue, 64 GB)",4 GB RAM | 64 GB ROM,4.6
